ID,TOWN-CODE,Turnover_Ingresos_2012,Turnover_Ingresos_2011,WorkingCapital_FondoManiobra_2012,WorkingCapital_FondoManiobra_2011,CurrentAssets_ActivoCirculante_2012,CurrentAssets_ActivoCirculante_2011,CurrentLiability_PasivoLiquido_2012,CurrentLiability_PasivoLiquido_2011,Amortization_Amortizacion_2012,Amortization_Amortizacion_2011,IntangibleAssets_InmovilizadoInmaterial_2012,IntangibleAssets_InmovilizadoInmaterial_2011,TangibleAssets_InmovilizadoMaterial_2012,TangibleAssets_InmovilizadoMaterial_2011,AverageCollectionPeriod_PeriodoMedioDeCobro_2012,AverageCollectionPeriod_PeriodoMedioDeCobro_2011,AveragePaymentPeriod_PeriodoMedioDePago_2012,AveragePaymentPeriod_PeriodoMedioDePago_2011,InventoryTurnOver_RotacionDeInventario_2012,InventoryTurnOver_RotacionDeInventario_2011,Dividends_Dividendo_2011,Dividends_Dividendo_2012,LeveragePerc_ApalancamientoPerc_2012,LeveragePerc_ApalancamientoPerc_2011,Procurements_Aprovisionamientos_2011,Procurements_Aprovisionamientos_2012,Equity_Capital_2012,Equity_Capital_2011,Cash_Tesoreria_2012,Cash_Tesoreria_2011,ShortTermFinancialInvestments_InversionesFinancierasCortoPlazo_2011,ShortTermFinancialInvestments_InversionesFinancierasCortoPlazo_2012,LongTermFinancialInvestments_InversionesFinancierasLargoPlazo_2012,LongTermFinancialInvestments_InversionesFinancierasLargoPlazo_2011,Stock_Existencias_2012,Stock_Existencias_2011,FinancialExpenditures_2012,FinancialExpenditures_2011,FinancialDebt_DeudasFinancieras_2012,FinancialDebt_DeudasFinancieras_2011,LongTermDebt_DeudasLargoPlazo_2012,LongTermDebt_DeudasLargoPlazo_2011,ShortTermDebt_DeudasCortoPlazo_2012,ShortTermDebt_DeudasCortoPlazo_2011,TARGET
1,306,148.49467,2.11036,763.70126,910.78763,763.74036,962.84836,29.51937,305.24516,0,0,0,0,0,0,0.325,250.895,160.216,32.966,44502.665,-770934.167,0,0,333.363,354.888,0.42462,-6.1768,87.145,87.145,0.0391,0,0,0,0.04808,0.04808,763.56685,909.31685,24.43217,22.20626,23.3457,0,657.30748,850.79977,23.3457,304.99147,0
2,403,59.07277,69.98166,5.86591,14.53011,8.67026,17.44665,40.35821,23.54519,1.80363,2.02313,0,0,10.16562,11.96925,35.747,74.745,403.604,188.22,0,0,0,0,-78.031,-240.011,0,0,6.01012,6.01012,2.8029,2.91654,0,0.00145,1.87154,1.81698,0,0,1.19351,1.50305,0,0.00178,14.7814,31.38762,0,0.00178,0
3,1258,844.76018,816.0684,352.245939,384.429919,1375.26401,1290.81396,1499.16134,1336.15865,20.14704,16.459687,0,0,369.74212,388.78916,20.364,51.154,520.581,511.107,758.446,772.956,0,0,70.152,90.721,-450.81984,-498.76436,203.00644,203.00644,276.6818,76.89878,130,0,50,0.57609,1050.795,967.956,8.3696,8.43846,58.06503,57.10908,169.31958,228.05932,669.28054,571.16456,0
4,767,929.22373,2097.820109,33529.55843,42350.11159,35236.15711,44287.29772,22005.69557,7389.18583,6.18518,6.62843,2.098,2.098,11.17025,17.35543,50.064,12.969,196.808,110.656,40714.038,13054.298,0,0,375.093,170.759,-1179.64218,-300.17115,8905.9786,8905.9786,1098.96387,1368.85382,0,0,1.49028,38.46734,33947.72148,42776.11439,568.49752,1202.1561,21406.22177,6490.789,6533.15992,21648.84573,21406.35024,6490.91747,0
5,767,12,12.3,126.23046,172.29582,16688.53369,16749.45614,17355.54341,17215.01601,2.1097,2.1097,0.11225,0.11225,737.30568,739.41538,3786.913,5042.804,15808.783,20394.945,0,0,0,0,22.004,0,0,0,223.572,223.572,0,0.84653,27.225,26.62,2482.86864,2498.86016,0,0,94.141209,32.812589,602.5655,0,0,0,13506.92884,13496.4255,0
6,767,140.98469,160.20501,56.65087,114.735439,61.24192,120.44334,53.27712,62.92382,2.77422,2.80287,0,0,8.309138,11.08336,0,1.103,38.596,29.069,258.186,438.292,0,0,209.336,507.932,-97.20519,-83.33067,30,30,1.47855,1.60716,0,0,3.83216,3.004,59.76337,118.3452,4.50943,0,40.60972,44.90413,2.9,55.49687,40.86878,52.41413,0
7,767,122.52374,94.32309,112.79156,124.221489,128.06156,124.22149,28.38286,19.55898,0,0,0.60192,0.60192,24.16166,24.16166,316.923,431.638,67.353,41.435,19.202,69.46,0,0,65.226,63.772,-57.67748,-92.39766,75.138,78.144,0,0,0,0,0,0,4.92856,11.12856,1.30703,1.33703,4.25772,9.76608,46.54911,44.4347,6.62383,10.3238,1
8,776,222.17348,1887.22631,102.918299,70.134459,453.36524,409.42075,265.24889,224.90846,0,0.23389,0.44316,0,0.90302,0,545.533,50.956,1592.089,45.999,0,0,0,0,6.116,0,-1593.42429,0,50,50,115.42312,139.73106,2.5615,0.3,0,0,0.96691,0,0.24134,0.40742,11.58864,0,0,0,11.58864,9.6559,1
9,1471,1256.64798,1696.5847,274.70387,262.73761,1023.26515,897.06412,787.07338,430.98739,44.7053,56.10844,0,0,300.34671,336.78889,206.04,121.825,223.26,102.597,0,0,0,0,50.316,34.131,-434.91004,-284.32536,60.11202,60.11202,0,49.69089,273.24095,304.04028,8.91481,8.91481,0,0,24.02545,11.21994,111.20345,69.64973,108.60284,176.38778,146.21642,69.64973,0
10,27,557.15549,431.05031,54.99408,22.61186,100.39655,255.30585,646.1347,546.02952,72.81433,31.78544,6.10913,6.10913,1201.77323,945.10114,46.14,17.889,282.729,244.888,40.942,40.843,0,0,54.157,53.64,-204.00911,-176.48369,150.252,150.252,8.91523,210.73963,0,0,0,0,20.07155,23.14571,15.4262,7.48359,290.52382,270.87674,44.1587,54.2901,436.66922,347.31504,0
11,434,350.36021,383.99268,8.66523,3.6839,31.45176,47.62534,47.05629,82.12094,53.53547,53.5141,0,0,1049.68561,1103.22108,28.279,21.098,61.191,60.847,9.207,7.614,0,0,0,0,-175.88977,-145.46737,3.006,3.006,0,21.40026,0,0.20886,0.0072,0.0072,3.7205,3.7205,34.73631,41.36982,0,0,1119.7017,1146.73309,10.53917,41.68671,0
12,1208,346.45285,333.19223,22.23401,6.533519,24.00354,32.71797,302.97995,406.54225,13.69271,15.52037,1.30844,1.23536,150.37372,156.12067,23.237,7.133,253.173,558.333,0,0,0,0,83.162,143.069,-3.0426,-2.55587,3.00506,3.00506,1.02135,0.88654,25.22928,0.61956,0,0,0,0,17.65542,13.40602,122.98028,300.88182,316.2908,316.2908,252.67226,360.45461,0
13,889,859.316419,1785.57773,-645.77734,332.8792,1449.35229,1417.63552,1776.34609,1272.85893,37.4927,68.87421,2.052199,14.2571,142.08092,128.84172,2.005,23.271,649.779,190.705,440.293,210.866,0,0,0,25.985,-2064.52508,-831.4716,4.4,4.4,21.18702,17.95876,74.97652,406.45659,1,1,1016.92133,1209.27387,10.43804,44.54172,0,75.06672,0,0,0.2,75.26672,1
14,808,1508.99369,1003.42579,241.6875,291.50149,242.52864,296.58864,226.6101,195.90573,9.95618,0,6.28859,6.07065,52.26706,167.23734,57.659,104.582,47.887,46.071,0,0,0,0,11.764,180.823,-874.52215,-964.93425,62,62,0.54114,1.08715,4,0.3,0,0,0,0,3.93542,0.05364,1.57753,2.02764,0,167.34006,32.65699,74.75574,1
15,675,178.88864,203.34491,253.61976,242.67037,270.15383,247.35868,157.63063,130.43662,10.1724,11.05117,0,0,192.15766,202.33006,516.628,430.632,664.539,301.553,0,0,0,0,193.949,202.096,-0.70675,-0.84588,3.00506,3.00506,2.64743,3.33939,0,10.00924,0.00659,8.00659,0,0,15.18964,14.28885,93.89127,83.00777,203.11648,224.90745,93.89127,83.00777,1
16,93,2066.34916,1415.6088,593.464409,330.02611,905.09703,609.72284,862.09471,747.3484,1.98702,1.57561,6.09655,7.18847,2.28413,3.17923,151.683,135.678,155.928,78.232,0,0,0,0,221.026,-87.042,-1068.48122,-1616.70318,60,60,34.45759,76.20146,0,0,0,0,0,0,33.60254,29.21401,120,60,0,0,120,494.15417,0
17,246,324.82867,489.15953,152.92881,149.64408,184.85784,164.46564,235.95622,157.5055,0,0,7.115,7.115,13.93729,13.93729,63.682,45.175,300.194,0,488.814,274.628,0,0,-44.69,57.618,-115.69686,-84.33674,3.00506,3.00506,1.16785,4.21453,10.60703,11.715,0,0,114.514,88.26,1.27903,0.20567,13.42766,16.14041,0,0,115.82545,157.5055,0
18,753,133.43884,0,14.77865,0.01049,16.32634,0.01049,65.11961,54.92432,0,0,0,0.38464,3.07718,2.69254,2.719,0,174.957,0,42.597,0,0,0,-18.724,0,0,-116.37963,4.8081,4.8081,1.54769,0,0,0,0,0,13.77064,0.01049,0,0,8.56003,0,0,0,8.56003,0,0
19,1089,1439.6796,1248.41224,223.0583,292.085019,417.24853,422.05005,382.30773,336.28762,8.68264,20.31153,0.88618,3.87357,291.15315,226.358,79.125,104.779,66.313,61.95,34.253,23.75,0,0,217.239,239.57,-673.90535,-944.3228,3.1,3.1,2.63444,5.90163,8.33351,8.33351,16.20004,31.20004,89.85014,44.45955,20.62908,17.35138,164.23436,173.51169,198.78122,192.87121,164.23436,175.45626,0
20,173,13.29196,11.00851,0.93778,0.63153,65.75395,72.7498,86.85421,72.29542,0,0,0,0,2.05461,2.05461,25.398,20.652,308.63,145.56,0,0,0,0,-81.439,414.938,0,0,3.00506,3.00506,0,0,72.11827,64.81617,0,0,0,0,0,0.013,15.51077,10.41077,0,0,66.040429,60.84627,0
21,440,44.83067,44.88418,21.23338,16.39409,51.76751,27.80528,22.80452,47.36477,6.76958,0,0,0,543.50512,533.00647,171.466,131.491,75.897,325.676,0,0,0,0,16.833,8.883,13.90888,-2.24214,24.04,24.04,8.99803,1.89433,9.51686,21.41682,0.03184,0.03184,0,0,5.34078,2.53817,17.13374,35.85009,60,0,17.13374,35.85009,0
22,225,79.77657,0,0.667799,0,5.63941,0,20.89908,0,0.97616,0,0,0,17.47705,0,15,0,36.552,0,0,0,0,0,-263.903,0,0,-34.90647,3.105,0,2.31523,0,0,0,8,0,0,0,1.25316,0,0.45233,0,23.20477,0,14.86345,0,0
23,175,1136.40768,1401.93064,452.97785,417.36441,660.54627,907.15451,288.31725,512.88763,9.88255,10.32546,1.21317,1.76392,50.60695,59.93875,5.392,3.484,112.958,120.43,287.587,251.881,0,0,10.361,140.335,-936.69551,-722.49161,150,4.43538,3.56855,1.01604,232.26491,57.76426,0.12272,0.12272,577.16453,655.3773,17.79632,28.99921,18.02999,150.99473,23.48819,203.49299,18.02999,150.99473,0
24,417,38.06393,30.32273,7.333399,0.1204,10.63318,2.60534,45.15135,20.2129,5.88193,5.90439,3.38523,0,77.96366,83.14987,39.66,1.429,103.858,22.088,357721.518,0,0,0,0,0,-0.48634,-0.00316,3.1,3.1,3.29978,2.48494,0,0,0,0,3.14,0,4.47108,3.70433,19.53759,15.42288,44.56181,63.98067,37.3609,19.09665,0
25,1316,99.93763,129.48444,6872.821,5054.44901,7332.37896,6711.56614,989.15259,1981.22867,2.42408,2.51768,0,0,29.49671,142.97425,2104.518,433.538,8264.926,8727.47,0,-366570.183,0,0,436.376,456.718,6,0,1018.7938,1018.7938,50.0729,41.47353,404.65497,0,13.30878,2.70424,6512.08228,6109.50306,6.71057,174.71415,499.83094,513.80832,4000,4000,514.8048,527.58218,0
26,989,1594.1229,1344.9897,186.0226,124.11988,207.82391,148.03841,884.47494,864.32422,143.01192,161.07088,3.33803,0.58988,2623.70339,2612.54102,27.504,22.989,227.484,111.51,410.551,218.052,0,0,763.567,0,-71.1873,-60.60924,173.689,173.689,8.79849,10.91571,0,0,1.50127,1.50127,69.11996,43.11833,167.23711,142.36515,559.59132,707.04169,1420.26616,1696.18644,559.73579,707.18616,0
27,1258,153.12145,153.81777,70.09931,72.49898,97.6667,97.39005,52.47955,47.85232,0.10396,0.05198,0,0,0.31191,0.41587,15.989,3.125,128.748,102.35,418.177,410.242,0,0,31.171,60.93,-80.08003,-73.28332,27.00506,27.00506,5.73945,4.7986,0,0,2.4,3.52126,85.1263,91.2562,1.77765,3.33893,4.14775,4.2601,8.22052,17.59908,15.00197,14.74312,0
28,140,221.25049,236.018669,141.04823,161.06368,181.06859,192.88657,86.92025,91.13751,17.03816,25.70825,0,0,125.23373,142.27189,237.188,198.821,272.778,161.823,61.626,197.129,0,0,17.846,25.723,-98.52959,-55.42512,49,49,25.80828,8.58446,0,0,0,0,9.488,53.953,1.42259,1.76863,8.93809,10.45848,25.63829,41.60855,24.50816,31.02855,0
29,591,103.68291,95.97905,70.44023,75.293709,96.73926,114.93014,36.20306,38.34988,3.65276,0,0,0,19.3249,9.70752,72.949,126.941,202.941,169.463,1360.499,472.617,0,0,-674.732,-706.446,-37.65174,-13.07965,12.1,12.1,16.1856,21.543,10.11343,10.11343,0,0,49.43015,49.43015,4.679509,0,10.75746,12.5433,95.62818,102.58454,10.75746,14.4886,0
30,278,172.74356,205.21747,15.6458,3.095889,46.73863,41.00562,55.10055,89.32279,7.89907,7.74138,0,0,24.14485,26.06592,31.078,29.885,49.165,79.305,29.967,20.081,0,0,-533.018,-285.06,-102.54109,-94.1814,15,15,23.44944,18.24916,0,0.53645,6,6,7.84,5.72,3.59245,1.31428,4.29676,23.43797,43.35902,0,37.85948,59.42646,0
31,953,2087.93154,2233.60406,-86.316709,-164.778259,495.03095,463.94758,577.405,571.84891,47.50619,36.89863,0.92792,3.72632,337.65391,359.3617,16.109,21.326,101.206,105.948,46.278,31.116,0,0,26.541,25.962,-1691.53923,-1625.93122,6.01012,6.01012,186.86669,180.32724,0,0.3005,0,0.68674,209.01601,146.20769,5.62317,5.02839,18.94197,0,38.76937,52.73884,96.44197,30.11985,0
32,1198,84.87108,83.071,59.77122,49.42103,72.25551,61.40295,51.56376,38.72427,0.706,0.706,1.33,0.65,0.54068,0.456,25.247,28.796,33.498,150.968,1005.285,1387.421,0,0,391.553,306.761,-13.96464,-19.27297,155.976,155.976,12.48429,0.93897,0,0,0.04489,0.04489,53.819,53.819,0.06825,0,0.41125,0.33065,59.60206,56.73128,46.64329,18.56269,0
33,1062,626.38368,487.70031,111.386239,82.57534,179.32335,116.14821,108.81313,81.69908,4.20704,2.26896,36.40276,37.50826,16.18849,15.65653,85.567,65.35,100.609,110.034,8.702,17.53,0,0,84.659,67.919,-184.54411,-290.48955,4.975,4.975,20.41707,18.63015,0,3,4.40901,1.57554,7.02248,8.98652,4.11329,2.61821,13.11909,0,51.35421,36.075,13.11909,14.04094,0
34,767,2374.07792,1833.637799,968.5895,810.0278,1994.97187,1255.36972,2135.54885,884.9627,32.94211,32.75285,755.12329,0,45.34347,54.5416,159.19,220.158,897.113,300.436,0,67.755,0,0,-877.002,156.217,-548.32131,-605.3323,3.006,3.006,943.14208,9.15456,0,0,10.79349,7.63952,0,103.2,7.35955,4.97434,0,291.45353,0,150,0,293.48603,0
35,617,2384.33502,2249.00665,893.385039,701.1805,1114.51391,1549.0226,698.68044,1071.89072,47.41761,39.1587,0,0,1762.52951,1697.27347,62.872,86.965,47.131,110.843,161.69,169.554,0,0,18.24,28.132,-1373.68937,-1393.39794,147.24797,147.24797,72.26826,358.74218,0,0,0,0,625.83246,646.98613,24.29684,23.43459,225.23765,302.01425,134.20013,251.31035,440.41427,517.45705,1
36,152,80.12588,142.95159,-51.14659,-31.10014,61.16741,86.13913,541.3415,498.63648,1.68479,1.68479,0,0,38.36855,40.05334,255.254,205.851,7902.709,5462.535,0,0,0,0,-3.911,-3.306,-7.63788,-0.98429,243.85,243.85,3.65444,3.70836,0,0.50428,0,0,0,0,4.64239,1.99748,14.39913,5.60199,0,4.9593,124.95013,34.56524,0
37,777,61.6,0,28.86962,0,43.63899,0,125.2471,0,14.98747,0,0,0,0,0,168.718,0,94.189,0,0,0,0,0,356.71,0,0,0,320,0,14.53689,0,0,0,7.6,0,0,0,29.52304,0,90.94721,0,858.84165,0,120.94721,0,0
38,983,236.84797,251.45586,-28.16936,35.88926,246.85434,233.98761,298.15223,209.6432,105.65779,105.48606,0,0,2129.09563,2234.462,0,51.381,1427.791,712.091,0,0,0,0,-598.874,-844.77,0,0,17.5,17.5,243.5153,194.75931,0,0,254.56123,267.07363,0,0,213.82476,210.85245,60.38408,54.68652,2271.08157,2331.46565,60.38408,54.68652,0
39,311,574.982,728.91522,271.85531,224.479,386.92517,460.58508,248.74604,358.88944,33.538,71.21876,0,0,649.06602,682.60402,20.58,87.691,276.18,290.419,766.912,397.091,0,0,675.815,716.687,-256.40043,-166.19795,6,6,0,0.21225,0,0,1.48552,0.29214,354.0538,282.81783,63.93106,56.80045,2.84404,3.40909,686.69935,688.10434,36.47648,7.98101,1
40,417,4637.10681,4351.39763,1053.131909,1021.34248,1370.46256,1572.00393,1173.52823,1329.11085,71.56933,58.37369,0.21034,0.21034,701.23863,731.86822,32.722,50.904,28.074,52.207,88.789,94.679,0,0,257.478,263.019,-3627.61789,-3819.36333,60.13634,60.13634,6.9726,2.64448,0,0,20.09181,8.08005,942.00014,954.06151,89.96204,68.42231,851.00647,763.4879,428.16727,510.58634,851.00647,763.4879,0
41,767,154.69917,139.317779,8.44206,4.92064,47.77653,18.7035,15.55546,50.0801,20.13804,20.13803,0,0,22.89308,43.03112,19.555,12.715,50.218,98.446,0.929,0,0,0,9.18,0,0,-15.03054,44.45,44.45,39.33447,13.78286,0,0,23.57786,36.80255,0.03879,0,0.44016,0.94434,8.01787,0,25.64904,0,8.01787,41.60154,0
42,218,225.23985,123.4247,73.50154,58.48938,81.24576,68.46967,38.20739,0.56207,0,0,0,0,0,0,16.839,0.989,14.93,2.585,146.142,337.009,0,0,395.816,250.872,-62.11691,-168.61579,3.006,3.006,2.26008,9.98029,0,0,0,0,68.45,58.15,3.14441,2.25959,30,0,28.30745,48.55367,30,0,1
43,765,906.9999,1877.81038,685.111039,811.23799,771.97786,1092.08531,369.43368,689.80937,0,0,4.88159,4.88159,310.10967,387.63773,210.124,134.364,103.47,42.843,115.256,58.195,0,0,96.129,177.439,-1391.67915,-703.64168,3.01,3.01,10.82182,159.76916,6.4832,6.4832,0.31997,0,225.275,224.97,18.15833,5.07167,150.79764,513.344,277.56619,326.94378,150.79764,513.344,1
44,93,8808.65664,8686.93459,327.4781,544.67333,1871.08157,2510.03056,1855.06884,2117.32858,61.83248,65.48543,118.49096,139.19205,2316.53939,589.33974,68.453,83.471,65.47,75.881,0,0,0,0,216.218,100.871,-7158.98293,-7176.41066,655,655,114.41961,204.48881,283.613,69.03327,28.79781,9.0874,0,0,111.19267,109.077329,284.92063,515.07205,1614.39184,311.19496,440.33714,515.07205,0
45,134,69.35768,244.81202,55.91577,32.839619,416.75098,390.43521,576.93337,532.77698,31.83824,0,0,0,151.75115,181.10082,79.289,17.939,11635.652,4797.294,72555.567,3383.607,0,0,0,0,-4.82752,-0.22513,5.5511,3.009,0,0,50.6392,46.74817,120.40993,120.40993,45.37343,45.37343,30.58855,48.55116,0.53607,0,741.87324,804.9739,239.48845,242.43606,0
46,1107,437.82032,462.33533,66.05284,79.79334,123.11571,135.90741,510.83664,422.53372,38.43444,43.82747,0,0,1605.07576,1613.87912,41.73,41.9,335.227,293.283,178.83,181.488,0,0,64.684,67.301,-101.48478,-98.13738,1616.72256,1616.72256,23.61483,30.9343,0,0,1.77062,7.47319,48.75,51.162,32.36844,24.45638,164.80289,137.97644,378.77415,454.45937,323.55609,256.89342,0
47,1336,391.806579,496.290709,492.642679,530.80287,672.84014,700.18562,723.0691,750.72138,0,0,0,0,64.37327,64.37327,0.299,0,261.779,197.392,759.901,653.328,0,0,229.925,182.103,-381.61173,-318.5362,5.95002,5.95002,0.13611,7.63589,0,0,0.02864,0.02864,672.37784,692.54973,0.93702,0.13075,32.58719,25.2507,0,0,478.54733,528.1811,0
48,718,4355.52433,3718.13964,467.62266,499.23111,1067.6757,1067.58401,1176.56192,1064.15923,266.696669,212.14045,189.62137,226.46203,1245.52092,1210.69944,56.973,64.271,104.73,120.273,45.369,45.15,0,0,133.811,144.774,-1605.48904,-1963.86475,233.188,233.188,58.08203,13.58003,188.83563,71.69812,9.73658,6.60158,247.49879,201.35949,89.73846,62.86031,314.55928,243.707569,634.83787,759.91397,314.55928,243.70757,1
49,1371,1187.93859,1429.690119,267.910579,235.3322,562.94643,578.30815,275.63057,371.23016,18.83198,19.38832,1.35918,1.93875,241.64907,257.40215,126.799,108.506,139.191,177.281,0,0,0,0,27.031,36.053,-544.25906,-459.80102,5.40911,5.40911,140.49894,104.84596,42.54349,4.02975,0.6893,0.6893,0,0,4.81343,6.00557,7.8,13.92551,106.85545,113.5448,18.29649,34.72506,0
50,483,1021.91738,1096.76244,-97.98153,-109.53884,386.35117,236.50441,497.05659,348.28107,0,11.33607,0,0,137.16957,137.16957,66.101,50.723,195.931,131.832,20.51,15.952,0,0,0,245.237,-800.44225,-626.13146,3.00506,3.00506,144.56792,29.49039,17.01084,18.47071,0,0,35.67225,35.46975,36.11724,30.10963,83.50672,0,18.03771,18.03771,83.50672,0,0
51,1038,206.29494,188.09533,61.24866,55.724059,84.84983,90.42825,73.75989,80.10619,4.99888,6.03356,0,0,21.63238,26.46326,93.333,100.488,124.195,139.297,100.039,115.163,0,0,103.038,137.206,-84.19712,-96.50803,30,30,3.86399,9.90283,0.15141,0,1.44701,1.44701,26.8183,26.93465,2.29242,1.48078,24.48042,29.76119,5.77156,10.15388,24.48042,29.97275,0
52,278,49.145109,0,8.095439,10.09585,32.87522,74.7028,21.17756,27.44585,4.63625,0,21.196,21.196,27.64207,18.03114,40.544,0,159.182,286.457,333.468,0,0,0,0,0,0,-18.99464,16.006,3.006,9.74556,64.60695,0,0,0.05,0,17.59476,0,2.64186,0.08333,0,0,72.5895,84.05,2.88336,27.05708,0
53,690,70.92759,78.62596,0.470639,-0.097809,12.47115,10.09923,25.09685,27.33381,6.68718,6.43006,1.00402,1.92987,117.74588,120.4442,7.113,4.926,187.17,390.897,0,0,0,0,50.661,64.099,0,0,8.134,8.134,11.06956,9.02328,0,0,0.04193,0.04193,0,0,1.08819,1.01097,0,0,35.69959,41.08516,5.1076,7.1076,0
54,1060,4316.83666,4544.8026,1592.82223,1335.01107,2802.26939,2744.45137,2822.64508,2681.23787,0,85.8372,1.47,1.47,818.30963,760.80052,167.518,151.508,263.716,202.498,110.994,82.666,0,0,196.57,189.549,-3094.52335,-2450.6703,3.01,3.01,31.04286,114.25982,6.8866,6.8866,42.87062,3.22422,755.58789,710.58893,94.44997,96.61595,243.55189,188.53564,487.74621,488.84516,500.58544,409.81109,1
55,1406,39.53607,74.32449,3.94513,4.76926,12.72776,26.799,152.93517,166.89205,4.83347,4.8335,0,0,379.64193,384.4754,17.663,17.859,37.061,71.069,119.857,17.005,0,0,534.158,580.07,-42.45054,-6.02288,74,74,7.90335,11.95197,9.15462,0.87928,0,0,2.00525,2.00525,11.25746,11.427699,151.01006,155.71447,185.60825,194.15963,151.01006,155.71447,0
56,1374,171.145789,228.15464,12.423859,6.88637,32.73245,21.72225,130.0413,115.36832,20.40579,32.937949,0,0,341.24141,348.29646,2.97,0.038,422.235,214.259,691.821,223.892,0,0,80.289,83.651,-13.60512,-6.79795,150.275,150.275,7.40182,12.94459,0.29198,0,0.05728,0.05728,13.0638,8.46135,5.05735,15.64721,67.033619,53.13832,83.6001,100.16329,67.033619,65.11724,0
57,293,300.28412,675.72179,421.933229,280.434529,580.35655,433.57102,353.80874,201.77739,24.9712,21.65967,2.6569,2.6569,214.1617,239.1329,190.518,71.712,240.322,86.809,618.289,243.917,0,0,358.171,306.008,-332.48186,-242.23304,3.6,3.6,4.64263,73.69454,0,0.77,0.80352,3.68008,416.02822,225.27245,39.96672,22.36825,152.84928,98.62914,303.83716,322.31054,152.84928,98.62914,0
58,726,8.1,6.6,7.2755,11.52264,13.77397,16.01959,102.15698,68.56331,6.48357,6.48357,0.3884,0.3884,325.87455,332.35812,323.355,628.507,2280.335,1055.786,0,0,0,0,37.009,36.258,0,0,185.1,185.1,6.49847,4.49695,0,0,0.01202,0.01202,0,0,2.8866,4.51427,10.2,9.72,64.95395,75.44971,62.29646,56.27941,0
59,1261,328.26297,371.19095,51.99364,77.34273,106.26019,123.05875,73.88086,85.65436,13.80747,20.07856,0,0,39.0348,52.84227,103.051,105.863,123.664,90.464,15.447,23.212,0,0,49.083,95.615,-209.0693,-179.44172,48,48,4.17021,0,0.42364,0.42364,0.10941,0.10941,7.7,13.48035,2.72743,3.86302,0,4.72218,22.42709,40.63044,0,23.82424,0
60,1156,677.05522,1722.42897,265.61689,236.3165,315.46942,385.25161,332.76365,412.25986,2.27725,2.27725,0,0,14.86931,17.14656,69.131,49.391,370.509,153.281,213.568,0,0,0,273.636,0,-958.08423,-228.57278,3.3,3.3,25.42035,124.21307,24.72204,24.43218,3.29858,3.29858,135.6,0,3.2933,0.16637,33.15962,0,0,0,37.4851,4.32548,0
61,927,8.224,1508.11994,435.637189,495.796381,553.69218,652.10216,658.33292,678.49805,86.64478,103.80349,0.76911,2.21946,835.56266,918.62699,20202.14,131.494,177.801,137.944,49.688,46.969,0,0,78.605,67.031,-591.48084,-528.733699,24.04048,24.04048,18.16021,18.75441,3.7958,0.2958,2.7258,11.64484,72.97764,77.17085,38.82765,33.738839,245.67781,332.36805,239.48789,196.12785,265.41555,352.10579,1
62,767,259.30194,0,51.2336,0,148.53571,0,170.09155,0,0.86633,0,0.91742,0,31.66559,0,41.26,0,169.872,0,270.157,0,0,0,483.653,0,0,-127.10873,30,0,23.42963,0,0,0,30,0,95.387,0,0.20432,0,0,0,40,0,59.1,0,0
63,222,125.89229,146.66426,85.93652,81.599219,88.3246,89.08898,36.39168,69.90358,2.86772,2.79276,0,0,5.23749,8.10521,102.168,87.911,35.08,99.095,409.629,236.982,0,0,107.667,141.601,-79.41624,-45.94461,13.53,13.53,0.01725,0.69469,0.30055,0.30055,0,0,52.27847,52.27847,4.68929,4.37066,29.06313,38.64383,15.64562,0,29.06313,38.64383,0
64,1466,58.76776,60.27545,91.44046,106.06273,768.07625,762.13683,103.70007,117.63506,6.10116,10.2466,2.08107,2.16687,590.05667,593.46733,399.257,478.863,116.175,124.354,773.997,452.675,-59.5,0,114.013,129.417,-20.93218,-12.24227,917.01,1224.74246,42.15021,51.02297,247.26985,287.26852,138.41292,138.90883,26.32081,26.32081,60.82863,171.61702,71.33405,68.38292,1276.89845,1352.35493,71.33405,68.38292,0
65,135,959.8766,0,315.295419,0,651.01964,0,426.45964,0,10.57908,0,0,0,52.29147,0,194.888,0,227.385,0,103.502,0,0,0,61.962,0,0,-395.4592,3.04,0,17.68544,0,0,0,0,0,113.69743,0,14.76593,0,69.04329,0,63.28612,0,69.04329,0,1
66,1137,1469.19234,1326.6311,1026.40949,1468.40551,2565.01021,4117.05852,1761.91291,3232.7152,3.77418,7.78432,0.215,0,1901.05333,1904.96419,312.014,726.919,163.055,522.575,69.474,94.894,0,0,30.775,12.624,-892.51768,-925.17065,75.12651,75.12651,10.70936,79.42243,1040.47333,1017.63082,1451.39549,1451.39549,178.54359,235.26445,99.02044,55.81967,1278.95377,464.09056,0,63.29292,1278.95377,1313.95959,0
67,1471,1172.48298,1527.97586,-84.32935,98.51424,842.01009,944.37465,578.50996,612.13991,16.22907,16.22907,0,0,542.69469,558.92376,139.292,145.751,186.277,183.299,0,0,0,0,57.242,64.31,-1124.12716,-1020.80257,60.102,60.102,0.45472,7.87558,317.87551,387.8952,0,0,0,0,12.33119,11.04142,0,0,295.6945,346.71118,0,0,1
